0 0 5.11242e-10 3.19549e-09 3.19549e-09 1
0 0.578947 1.56114e-09 1.71309e-08 1.71309e-08 1
0 1.15789 2.88828e-09 2.9051e-08 2.9051e-08 1
0 1.73684 3.81415e-09 3.77307e-08 3.77306e-08 1
0 2.31579 4.12503e-09 4.11182e-08 4.11182e-08 1
0 2.89474 4.14866e-09 4.16217e-08 4.16217e-08 1
0 3.47368 4.11496e-09 4.13733e-08 4.13733e-08 1
0 4.05263 4.09225e-09 4.11534e-08 4.11534e-08 1
0 4.63158 4.0842e-09 4.10647e-08 4.10646e-08 1
0 5.21053 4.08302e-09 4.10473e-08 4.10473e-08 1
0 5.78947 4.08361e-09 4.10513e-08 4.10513e-08 1
0 6.36842 4.0843e-09 4.10573e-08 4.10566e-08 1
0 6.94737 4.09177e-09 4.1106e-08 4.10778e-08 1
0 7.52632 4.32811e-09 4.26717e-08 4.16823e-08 1
0 8.10526 1.52368e-08 9.18333e-08 5.83387e-08 1
0 8.68421 3.60739e-06 1.93101e-06 7.39214e-07 0.999994
0 9.26316 0.0024306 0.000454292 0.000306969 0.996808
0 9.84211 0.167891 0.387879 0.37161 0.0726189
0 10.4211 0.537934 0.281541 0.160694 0.0198267
0 11 0.275594 0.327192 0.394884 0.00232857
0.263158 0 6.23988e-10 4.08952e-09 4.08952e-09 1
0.263158 0.578947 1.91495e-09 2.17023e-08 2.17023e-08 1
0.263158 1.15789 3.53816e-09 3.68335e-08 3.68335e-08 1
0.263158 1.73684 4.67103e-09 4.78405e-08 4.78405e-08 1
0.263158 2.31579 5.05208e-09 5.21285e-08 5.21285e-08 1
0.263158 2.89474 5.08137e-09 5.27619e-08 5.27619e-08 1
0.263158 3.47368 5.04021e-09 5.24454e-08 5.24454e-08 1
0.263158 4.05263 5.01238e-09 5.21664e-08 5.21664e-08 1
0.263158 4.63158 5.00251e-09 5.20539e-08 5.20539e-08 1
0.263158 5.21053 5.00105e-09 5.2032e-08 5.2032e-08 1
0.263158 5.78947 5.00177e-09 5.20372e-08 5.20371e-08 1
0.263158 6.36842 5.00262e-09 5.20448e-08 5.20438e-08 1
0.263158 6.94737 5.01173e-09 5.2106e-08 5.20705e-08 1
0.263158 7.52632 5.29975e-09 5.40757e-08 5.28306e-08 1
0.263158 8.10526 1.86806e-08 1.15861e-07 7.3741e-08 1
0.263158 8.68421 4.48361e-06 2.4092e-06 9.14685e-07 0.999992
0.263158 9.26316 0.00289028 0.000523605 0.000348578 0.996238
0.263158 9.84211 0.169727 0.392731 0.372817 0.0647229
0.263158 10.4211 0.546608 0.279283 0.157064 0.0170419
0.263158 11 0.284696 0.325806 0.387446 0.00205138
0.526316 0 6.97081e-10 4.69517e-09 4.69517e-09 1
0.526316 0.578947 2.15368e-09 2.48858e-08 2.48858e-08 1
0.526316 1.15789 3.97533e-09 4.22377e-08 4.22377e-08 1
0.526316 1.73684 5.24693e-09 5.48586e-08 5.48585e-08 1
0.526316 2.31579 5.67556e-09 5.97741e-08 5.97741e-08 1
0.526316 2.89474 5.709e-09 6.04996e-08 6.04996e-08 1
0.526316 3.47368 5.66293e-09 6.01363e-08 6.01363e-08 1
0.526316 4.05263 5.63168e-09 5.98163e-08 5.98163e-08 1
0.526316 4.63158 5.62056e-09 5.96873e-08 5.96873e-08 1
0.526316 5.21053 5.61892e-09 5.96623e-08 5.96623e-08 1
0.526316 5.78947 5.61972e-09 5.96682e-08 5.96681e-08 1
0.526316 6.36842 5.62067e-09 5.96769e-08 5.96758e-08 1
0.526316 6.94737 5.63079e-09 5.97465e-08 5.9706e-08 1
0.526316 7.52632 5.94953e-09 6.1985e-08 6.05671e-08 1
0.526316 8.10526 2.06409e-08 1.32011e-07 8.41502e-08 1
0.526316 8.68421 4.84873e-06 2.69236e-06 1.00301e-06 0.999991
0.526316 9.26316 0.00303518 0.000546303 0.000357277 0.996061
0.526316 9.84211 0.16727 0.395437 0.374747 0.0625446
0.526316 10.4211 0.559841 0.275497 0.148059 0.0166022
0.526316 11 0.296315 0.325137 0.376495 0.0020519
0.789474 0 7.46409e-10 5.05955e-09 5.05955e-09 1
0.789474 0.578947 2.31578e-09 2.68492e-08 2.68492e-08 1
0.789474 1.15789 4.27207e-09 4.55651e-08 4.55651e-08 1
0.789474 1.73684 5.63784e-09 5.91788e-08 5.91788e-08 1
0.789474 2.31579 6.09883e-09 6.44824e-08 6.44824e-08 1
0.789474 2.89474 6.13514e-09 6.52657e-08 6.52657e-08 1
0.789474 3.47368 6.08576e-09 6.48741e-08 6.48741e-08 1
0.789474 4.05263 6.05218e-09 6.45288e-08 6.45288e-08 1
0.789474 4.63158 6.04022e-09 6.43897e-08 6.43897e-08 1
0.789474 5.21053 6.03844e-09 6.43627e-08 6.43627e-08 1
0.789474 5.78947 6.0393e-09 6.4369e-08 6.4369e-08 1
0.789474 6.36842 6.04033e-09 6.43784e-08 6.43772e-08 1
0.789474 6.94737 6.05105e-09 6.44529e-08 6.44095e-08 1
0.789474 7.52632 6.38759e-09 6.68423e-08 6.53244e-08 1
0.789474 8.10526 2.17332e-08 1.4137e-07 9.02639e-08 1
0.789474 8.68421 4.96329e-06 2.83519e-06 1.04039e-06 0.999991
0.789474 9.26316 0.00304457 0.000552284 0.000357422 0.996046
0.789474 9.84211 0.163905 0.396826 0.377333 0.0619335
0.789474 10.4211 0.57012 0.272433 0.14041 0.0170426
0.789474 11 0.30297 0.324942 0.36995 0.00213756
1.05263 0 7.80503e-10 5.2674e-09 5.2674e-09 1
1.05263 0.578947 2.42664e-09 2.79943e-08 2.79943e-08 1
1.05263 1.15789 4.47527e-09 4.75026e-08 4.75026e-08 1
1.05263 1.73684 5.90563e-09 6.16943e-08 6.16943e-08 1
1.05263 2.31579 6.38876e-09 6.72248e-08 6.72248e-08 1
1.05263 2.89474 6.427e-09 6.80425e-08 6.80425e-08 1
1.05263 3.47368 6.37533e-09 6.76346e-08 6.76345e-08 1
1.05263 4.05263 6.34016e-09 6.72747e-08 6.72747e-08 1
1.05263 4.63158 6.32764e-09 6.71296e-08 6.71296e-08 1
1.05263 5.21053 6.32577e-09 6.71014e-08 6.71014e-08 1
1.05263 5.78947 6.32666e-09 6.71081e-08 6.7108e-08 1
1.05263 6.36842 6.32773e-09 6.71178e-08 6.71166e-08 1
1.05263 6.94737 6.33883e-09 6.71949e-08 6.71498e-08 1
1.05263 7.52632 6.686e-09 6.96612e-08 6.80887e-08 1
1.05263 8.10526 2.23658e-08 1.46415e-07 9.35801e-08 1
1.05263 8.68421 4.98165e-06 2.90326e-06 1.05394e-06 0.999991
1.05263 9.26316 0.00302448 0.000554847 0.000357117 0.996064
1.05263 9.84211 0.161091 0.397777 0.379587 0.0615426
1.05263 10.4211 0.574065 0.271361 0.137028 0.0175568
1.05263 11 0.300659 0.325003 0.372148 0.00218873
1.31579 0 8.03495e-10 5.38488e-09 5.38488e-09 1
1.31579 0.578947 2.5011e-09 2.86493e-08 2.86493e-08 1
1.31579 1.15789 4.61187e-09 4.86102e-08 4.86102e-08 1
1.31579 1.73684 6.08568e-09 6.31324e-08 6.31324e-08 1
1.31579 2.31579 6.58369e-09 6.87929e-08 6.87929e-08 1
1.31579 2.89474 6.62322e-09 6.96305e-08 6.96305e-08 1
1.31579 3.47368 6.57002e-09 6.92133e-08 6.92133e-08 1
1.31579 4.05263 6.53378e-09 6.88451e-08 6.88451e-08 1
1.31579 4.63158 6.52087e-09 6.86967e-08 6.86967e-08 1
1.31579 5.21053 6.51894e-09 6.86678e-08 6.86678e-08 1
1.31579 5.78947 6.51986e-09 6.86746e-08 6.86745e-08 1
1.31579 6.36842 6.52096e-09 6.86845e-08 6.86833e-08 1
1.31579 6.94737 6.5323e-09 6.87629e-08 6.87169e-08 1
1.31579 7.52632 6.88626e-09 7.1268e-08 6.9664e-08 1
1.31579 8.10526 2.27665e-08 1.49127e-07 9.53046e-08 1
1.31579 8.68421 4.98158e-06 2.93864e-06 1.05766e-06 0.999991
1.31579 9.26316 0.00301337 0.00055756 0.000357492 0.996072
1.31579 9.84211 0.159281 0.398699 0.380894 0.0611216
1.31579 10.4211 0.572421 0.27219 0.13763 0.0177693
1.31579 11 0.291584 0.325081 0.381172 0.00216166
1.57895 0 8.18121e-10 5.45171e-09 5.45171e-09 1
1.57895 0.578947 2.54891e-09 2.90242e-08 2.90242e-08 1
1.57895 1.15789 4.69951e-09 4.92438e-08 4.92438e-08 1
1.57895 1.73684 6.20119e-09 6.39551e-08 6.39551e-08 1
1.57895 2.31579 6.70876e-09 6.96901e-08 6.96901e-08 1
1.57895 2.89474 6.74914e-09 7.05392e-08 7.05392e-08 1
1.57895 3.47368 6.69496e-09 7.01168e-08 7.01168e-08 1
1.57895 4.05263 6.65804e-09 6.97438e-08 6.97438e-08 1
1.57895 4.63158 6.64488e-09 6.95934e-08 6.95934e-08 1
1.57895 5.21053 6.64291e-09 6.95642e-08 6.95642e-08 1
1.57895 5.78947 6.64385e-09 6.9571e-08 6.9571e-08 1
1.57895 6.36842 6.64497e-09 6.95811e-08 6.95798e-08 1
1.57895 6.94737 6.65646e-09 6.96602e-08 6.96135e-08 1
1.57895 7.52632 7.01502e-09 7.21869e-08 7.05619e-08 1
1.57895 8.10526 2.30393e-08 1.50688e-07 9.61881e-08 1
1.57895 8.68421 4.98771e-06 2.96179e-06 1.0578e-06 0.999991
1.57895 9.26316 0.00301503 0.000560642 0.000358083 0.996067
1.57895 9.84211 0.158447 0.399649 0.381152 0.0607486
1.57895 10.4211 0.567764 0.274086 0.140516 0.0176397
1.57895 11 0.281394 0.325137 0.391389 0.00208115
1.84211 0 8.26742e-10 5.48941e-09 5.48941e-09 1
1.84211 0.578947 2.57767e-09 2.92376e-08 2.92376e-08 1
1.84211 1.15789 4.75212e-09 4.96043e-08 4.96043e-08 1
1.84211 1.73684 6.27049e-09 6.44231e-08 6.4423e-08 1
1.84211 2.31579 6.78383e-09 7.02005e-08 7.02005e-08 1
1.84211 2.89474 6.82474e-09 7.10561e-08 7.10561e-08 1
1.84211 3.47368 6.76998e-09 7.06308e-08 7.06308e-08 1
1.84211 4.05263 6.73265e-09 7.02551e-08 7.02551e-08 1
1.84211 4.63158 6.71934e-09 7.01036e-08 7.01036e-08 1
1.84211 5.21053 6.71735e-09 7.00741e-08 7.00741e-08 1
1.84211 5.78947 6.7183e-09 7.0081e-08 7.0081e-08 1
1.84211 6.36842 6.71943e-09 7.00912e-08 7.00899e-08 1
1.84211 6.94737 6.73102e-09 7.01708e-08 7.01236e-08 1
1.84211 7.52632 7.09273e-09 7.27118e-08 7.10708e-08 1
1.84211 8.10526 2.32255e-08 1.51666e-07 9.66335e-08 1
1.84211 8.68421 4.99951e-06 2.9797e-06 1.0567e-06 0.999991
1.84211 9.26316 0.00302256 0.000563486 0.000358389 0.996056
1.84211 9.84211 0.158355 0.400544 0.380576 0.0605217
1.84211 10.4211 0.562872 0.276086 0.143718 0.0173215
